pipe_id,pipe_age_yrs,diameter_mm,material,soil_type,burial_depth_m,num_prior_repairs,avg_pressure_bar,pressure_variance,avg_flow_lps,flow_variance,pressure_drop_pct,soil_temp_c,elevation_m,zone,failure
P03314,28,150,concrete,sandy,2.05,1,6.98,0.062,13.02,4.198,9.05,21.4,238.0,Zone_E,0
P03315,51,200,ductile_iron,loam,2.47,2,4.82,0.276,58.22,5.529,13.71,19.6,494.1,Zone_A,0
P03316,43,150,PVC,clay,2.17,3,3.96,0.399,56.97,5.506,6.86,17.6,257.3,Zone_E,0
P03317,58,300,PVC,sandy,0.82,3,4.27,0.422,105.87,6.926,13.13,19.9,223.6,Zone_C,0
P03318,5,200,cast_iron,loam,1.5,2,5.39,,38.19,2.558,14.02,10.7,335.0,Zone_C,0
P03319,5,200,cast_iron,loam,2.58,2,4.46,0.578,51.9,0.237,8.99,17.4,120.3,Zone_E,0
P03320,30,100,concrete,sandy,2.14,3,4.09,0.615,32.15,1.924,8.76,20.9,424.9,Zone_B,0
P03321,54,200,PVC,sandy,2.52,1,2.71,0.362,96.96,1.878,10.55,15.0,243.2,Zone_E,0
P03322,32,200,cast_iron,loam,1.58,2,2.64,0.401,95.99,0.227,2.1,23.7,212.4,Zone_B,0
P03323,8,150,steel,sandy,1.08,0,2.18,0.108,113.65,2.427,,14.4,218.1,Zone_A,0
P03324,10,100,PVC,clay,2.99,3,7.96,0.404,100.65,1.069,8.38,12.0,344.7,Zone_B,0
P03325,38,150,steel,sandy,1.63,4,4.18,0.039,97.76,0.146,3.41,25.9,332.0,Zone_E,0
P03326,47,200,cast_iron,clay,2.47,3,2.44,0.423,32.15,5.468,10.56,28.5,260.9,Zone_D,1
P03327,32,150,concrete,rocky,1.64,1,5.41,0.515,83.61,0.426,12.03,29.2,302.1,Zone_B,0
P03328,48,200,PVC,loam,3.28,1,6.05,2.003,9.82,0.265,3.38,14.8,434.5,Zone_B,0
P03329,28,100,PVC,sandy,3.48,0,6.08,0.277,7.55,0.453,0.45,16.9,405.7,Zone_E,0
P03330,17,200,cast_iron,rocky,2.45,3,7.82,0.342,39.95,2.89,7.82,17.3,265.6,Zone_D,0
P03331,31,100,ductile_iron,rocky,2.31,3,3.28,0.301,104.96,2.95,2.6,12.0,466.6,Zone_C,0
P03332,8,100,ductile_iron,sandy,3.02,2,7.37,0.15,36.68,0.179,0.47,19.9,235.6,Zone_A,0
P03333,40,150,concrete,rocky,2.05,2,7.44,0.05,111.83,1.438,6.26,5.2,161.2,Zone_E,0
P03334,25,50,cast_iron,clay,3.11,1,4.75,0.512,30.36,2.343,8.4,19.0,87.4,Zone_A,0
P03335,9,50,PVC,rocky,1.74,1,,0.037,10.45,2.297,11.29,17.8,120.0,Zone_D,0
P03336,2,100,cast_iron,sandy,0.6,1,3.21,0.281,73.3,2.223,5.47,15.0,341.7,Zone_C,0
P03337,15,150,cast_iron,loam,3.28,4,4.04,,99.0,1.104,3.2,17.0,292.6,Zone_B,0
P03338,50,300,ductile_iron,clay,2.66,2,6.56,1.411,70.56,1.052,4.92,,74.1,Zone_C,0
P03339,3,200,steel,rocky,2.03,1,7.67,0.598,63.11,5.036,,16.7,244.2,Zone_B,0
P03340,49,150,steel,clay,3.33,1,2.47,0.126,55.48,6.127,10.07,17.6,85.3,Zone_B,0
P03341,36,50,concrete,sandy,3.16,0,6.04,0.162,,0.388,9.54,20.8,208.3,Zone_B,0
P03342,4,150,concrete,loam,0.83,0,7.66,0.194,116.05,10.808,7.93,19.5,129.1,Zone_D,0
P03343,14,200,cast_iron,loam,2.37,0,2.62,0.366,41.13,0.296,3.83,12.0,249.4,Zone_A,0
P03344,41,100,steel,loam,2.11,1,3.1,0.5,44.42,3.087,8.43,20.7,433.0,Zone_C,0
P03345,41,100,PVC,loam,2.83,2,6.06,,12.69,0.22,10.33,,155.9,Zone_E,0
P03346,25,100,steel,loam,1.4,3,,0.54,24.0,1.957,,19.2,486.6,Zone_B,0
P03347,58,200,cast_iron,clay,0.52,1,3.79,0.039,65.5,1.615,0.04,22.1,254.5,Zone_D,0
P03348,55,150,steel,sandy,1.06,3,7.62,1.226,,13.295,8.75,24.8,95.4,Zone_E,0
P03349,50,200,cast_iron,sandy,1.13,2,4.32,0.344,99.27,1.461,9.32,,336.8,Zone_B,0
P03350,10,100,ductile_iron,rocky,1.37,2,4.05,1.357,,2.009,3.2,13.9,434.7,Zone_D,0
P03351,21,100,cast_iron,sandy,1.61,0,7.05,0.514,89.1,2.549,8.39,14.8,244.6,Zone_C,0
P03352,36,150,cast_iron,clay,2.62,0,5.37,0.256,55.79,2.586,11.15,2.7,446.6,Zone_A,0
P03353,12,150,ductile_iron,loam,0.72,1,4.65,0.764,,2.031,12.48,21.6,388.4,Zone_A,0
P03354,27,50,steel,sandy,1.96,1,5.27,0.035,69.67,3.071,9.88,16.4,66.0,Zone_B,0
P03355,40,100,steel,clay,2.0,0,6.3,0.442,34.81,2.635,,26.6,428.9,Zone_B,0
P03356,2,100,cast_iron,loam,2.35,0,2.5,0.149,65.07,0.918,12.5,16.2,66.0,Zone_C,0
P03357,54,100,cast_iron,clay,1.43,0,,0.925,17.83,0.259,5.92,12.0,198.9,Zone_E,1
P03358,13,100,ductile_iron,loam,1.28,1,7.16,1.107,94.61,4.668,13.06,20.1,466.3,Zone_E,0
P03359,53,400,steel,sandy,1.95,2,6.4,0.44,50.93,0.02,3.18,12.5,141.8,Zone_C,0
P03360,32,150,cast_iron,sandy,2.48,0,2.44,0.151,81.49,0.456,10.58,18.7,14.6,Zone_E,0
P03361,31,150,PVC,rocky,0.63,1,4.76,0.246,61.63,1.597,2.51,19.9,219.3,Zone_C,0
P03362,16,150,cast_iron,sandy,1.38,1,3.85,0.484,58.68,3.099,14.58,15.0,471.3,Zone_A,0
P03363,32,100,PVC,sandy,2.86,1,6.76,,48.92,0.481,9.61,25.1,218.0,Zone_B,0
P03364,32,50,cast_iron,rocky,1.95,2,2.86,0.751,60.52,2.015,11.18,31.6,62.6,Zone_E,0
P03365,34,150,cast_iron,clay,3.36,3,2.87,0.23,75.46,0.95,9.26,25.4,215.7,Zone_B,0
P03366,11,150,cast_iron,clay,3.1,2,6.45,0.352,30.77,0.007,6.58,24.3,493.5,Zone_D,0
P03367,10,100,ductile_iron,clay,1.53,2,7.92,0.105,87.16,2.511,5.23,21.2,108.9,Zone_C,0
P03368,15,200,ductile_iron,loam,2.68,0,4.34,0.598,60.85,1.962,4.21,16.1,457.7,Zone_E,0
P03369,17,150,PVC,sandy,1.32,0,7.18,1.002,75.93,0.114,11.86,4.1,68.1,Zone_C,0
P03370,40,100,cast_iron,loam,1.03,0,4.39,0.228,,4.073,3.46,14.7,62.7,Zone_D,0
P03371,18,100,cast_iron,clay,3.14,0,5.94,1.547,23.83,0.373,12.83,16.1,33.7,Zone_C,1
P03372,55,150,cast_iron,clay,1.55,0,4.92,0.02,42.69,3.263,11.34,13.3,88.8,Zone_C,1
P03373,9,200,steel,loam,1.11,1,,0.124,44.17,1.029,6.12,10.7,471.6,Zone_C,0
P03374,25,100,PVC,clay,3.39,1,2.34,0.266,51.6,0.492,9.62,26.1,412.5,Zone_D,0
P03375,40,100,PVC,sandy,0.59,2,5.3,0.276,41.69,1.761,12.14,18.0,173.4,Zone_E,0
P03376,59,150,ductile_iron,loam,1.6,5,,0.788,82.59,1.2,0.25,12.6,78.2,Zone_D,0
P03377,14,100,cast_iron,rocky,0.62,2,6.51,,119.33,4.614,4.06,22.0,284.8,Zone_B,0
P03378,58,200,cast_iron,clay,2.01,0,3.38,0.181,86.22,2.067,14.56,21.1,70.5,Zone_D,1
P03379,25,150,PVC,sandy,1.7,0,3.83,0.509,115.27,3.433,6.09,19.1,340.4,Zone_B,0
P03380,50,50,PVC,sandy,2.66,2,6.14,0.401,89.9,0.086,10.45,18.1,442.8,Zone_B,0
P03381,22,50,steel,rocky,3.36,0,2.89,0.098,72.46,1.29,2.74,13.1,266.4,Zone_D,0
P03382,52,150,steel,rocky,2.06,0,2.04,0.197,86.15,0.787,5.55,17.4,123.6,Zone_A,0
P03383,30,100,ductile_iron,rocky,1.36,0,6.64,0.01,98.92,0.348,12.04,23.8,164.2,Zone_D,0
P03384,20,50,ductile_iron,sandy,3.12,0,5.6,0.181,100.87,7.317,7.01,,197.2,Zone_E,0
P03385,21,200,cast_iron,sandy,2.31,1,6.04,0.056,19.75,2.342,13.49,9.1,480.5,Zone_C,0
P03386,44,100,ductile_iron,sandy,2.16,1,2.13,1.143,76.93,0.739,0.25,24.7,431.4,Zone_B,0
P03387,32,150,concrete,sandy,1.07,2,4.27,1.146,23.4,1.129,8.22,16.1,277.4,Zone_A,0
P03388,51,100,cast_iron,loam,0.62,1,5.19,0.57,88.95,1.452,,21.1,344.8,Zone_A,1
P03389,46,150,concrete,clay,1.88,0,6.19,2.469,5.64,0.031,6.1,18.7,57.9,Zone_C,1
P03390,49,100,PVC,loam,2.08,2,7.07,0.434,78.75,2.977,4.12,7.2,99.5,Zone_E,0
P03391,56,400,PVC,rocky,0.88,0,3.72,0.112,10.63,3.295,3.74,14.0,279.8,Zone_A,0
P03392,21,200,cast_iron,clay,0.68,2,,1.08,108.63,2.591,5.53,1.4,71.9,Zone_A,0
P03393,35,100,PVC,loam,1.15,1,6.03,0.117,90.57,0.946,11.12,20.6,19.9,Zone_B,0
P03394,58,150,PVC,clay,0.69,2,4.39,0.155,110.89,0.21,2.68,18.8,61.6,Zone_C,0
P03395,32,150,ductile_iron,clay,0.67,5,5.97,0.538,,0.01,8.82,9.3,60.9,Zone_E,0
P03396,30,150,ductile_iron,clay,1.83,1,5.97,0.069,5.32,1.147,0.33,23.0,373.1,Zone_A,0
P03397,55,200,cast_iron,clay,2.93,3,3.28,0.471,112.45,5.979,1.51,13.4,426.5,Zone_C,0
P03398,39,150,PVC,clay,2.49,1,2.04,0.18,35.88,1.255,3.19,5.5,408.9,Zone_D,0
P03399,49,50,ductile_iron,loam,2.54,0,2.74,,43.47,4.569,8.04,17.6,495.7,Zone_D,0
P03400,12,200,PVC,loam,1.29,1,7.73,0.8,68.64,1.808,11.52,10.9,444.1,Zone_E,0
P03401,41,50,PVC,clay,0.53,1,7.15,0.251,29.96,1.943,1.99,,219.2,Zone_E,0
P03402,47,200,ductile_iron,rocky,1.85,4,3.03,0.201,115.38,3.237,8.67,16.2,230.0,Zone_C,0
P03403,18,200,PVC,rocky,1.63,1,5.96,0.201,,0.68,10.79,24.2,160.8,Zone_B,0
P03404,21,100,ductile_iron,loam,3.34,3,7.5,0.221,43.41,1.509,12.71,11.0,117.0,Zone_E,0
P03405,13,100,PVC,sandy,0.72,0,7.5,0.765,115.61,0.191,3.6,14.5,398.0,Zone_B,0
P03406,21,200,cast_iron,clay,2.83,1,5.39,0.282,,6.206,2.07,10.9,322.6,Zone_D,0
P03407,8,200,cast_iron,loam,1.66,1,6.34,0.625,78.78,10.402,9.26,19.6,78.7,Zone_B,0
P03408,46,150,cast_iron,rocky,2.99,0,4.36,0.673,95.23,1.689,5.5,17.8,353.5,Zone_E,0
P03409,40,100,steel,sandy,1.98,3,2.43,0.381,71.34,5.093,9.32,12.6,104.9,Zone_A,0
P03410,46,150,cast_iron,loam,2.96,1,5.17,0.304,,3.608,3.69,27.6,212.4,Zone_A,0
P03411,7,50,cast_iron,clay,1.9,3,3.91,,44.74,1.492,3.51,15.6,447.2,Zone_D,0
P03412,23,50,ductile_iron,loam,1.71,1,4.44,0.532,,1.938,11.45,18.9,41.6,Zone_B,0
P03413,44,100,cast_iron,clay,3.39,1,3.04,0.361,35.6,2.612,4.23,21.1,192.1,Zone_B,0
P03414,32,100,steel,loam,1.61,3,6.41,0.172,,0.805,14.3,14.8,21.4,Zone_D,0
P03415,11,150,PVC,loam,2.92,1,7.69,0.381,113.48,0.741,11.06,18.6,228.6,Zone_B,0
P03416,22,400,concrete,sandy,0.7,1,6.2,,105.05,3.529,14.2,20.2,341.7,Zone_E,0
P03417,22,200,cast_iron,clay,0.69,1,4.95,0.393,42.65,0.418,9.64,19.9,10.2,Zone_C,0
P03418,43,50,ductile_iron,rocky,1.81,4,4.52,0.008,114.49,0.539,11.74,13.3,331.6,Zone_B,0
P03419,25,150,PVC,sandy,2.26,4,5.31,2.494,23.12,1.794,5.8,20.7,327.7,Zone_A,0
P03420,22,150,PVC,loam,2.33,1,5.91,0.707,67.46,1.013,14.88,17.6,454.5,Zone_E,0
P03421,28,100,cast_iron,loam,0.61,2,2.76,0.14,84.29,0.281,4.03,14.8,226.7,Zone_E,0
P03422,29,300,PVC,rocky,2.59,4,6.74,0.715,113.31,8.258,1.28,4.9,88.0,Zone_C,0
P03423,13,150,steel,clay,0.89,1,2.03,,32.07,1.282,13.09,15.4,344.2,Zone_A,0
P03424,18,400,cast_iron,rocky,3.37,0,7.07,0.459,40.42,13.691,8.34,22.9,198.9,Zone_D,0
P03425,2,150,PVC,clay,1.5,0,5.01,0.49,18.45,1.201,6.15,23.6,95.0,Zone_D,0
P03426,29,150,ductile_iron,clay,1.28,0,4.61,0.088,43.67,3.076,4.76,4.0,317.6,Zone_A,0
P03427,21,100,concrete,loam,1.37,3,2.73,0.233,101.33,2.434,14.37,12.2,66.1,Zone_C,0
P03428,15,150,PVC,rocky,3.31,1,5.51,0.443,52.83,0.79,13.77,19.0,87.4,Zone_C,0
P03429,52,100,cast_iron,clay,1.95,0,2.53,0.04,118.71,0.174,13.01,11.8,369.4,Zone_B,1
P03430,27,200,ductile_iron,sandy,1.8,1,7.2,1.91,50.61,0.329,9.6,14.1,347.7,Zone_A,0
P03431,50,200,concrete,sandy,2.2,2,3.81,0.054,87.54,0.078,3.49,31.1,303.5,Zone_D,0
P03432,31,200,PVC,clay,3.29,1,3.04,0.258,50.97,2.141,,19.6,395.4,Zone_B,0
P03433,15,200,ductile_iron,rocky,1.43,1,3.51,1.224,32.41,0.136,13.62,11.7,83.6,Zone_E,0
P03434,51,200,PVC,loam,1.04,0,5.2,0.008,25.49,0.702,,5.8,48.1,Zone_C,0
P03435,23,100,PVC,rocky,2.29,0,5.36,0.575,24.98,0.243,9.52,12.2,496.2,Zone_A,0
P03436,24,150,cast_iron,sandy,1.98,2,4.03,0.246,79.29,1.752,0.01,12.1,262.4,Zone_D,0
P03437,44,200,cast_iron,sandy,0.69,1,6.73,0.632,13.46,2.418,11.78,21.2,484.9,Zone_D,0
P03438,13,150,PVC,loam,2.07,1,4.27,0.545,78.42,1.179,10.75,30.9,300.8,Zone_A,0
P03439,22,200,ductile_iron,sandy,2.19,1,4.63,0.454,52.78,6.336,2.99,15.5,358.2,Zone_D,0
P03440,43,100,cast_iron,loam,2.58,1,2.78,1.002,81.25,0.627,3.67,11.3,155.0,Zone_D,0
P03441,37,50,steel,clay,3.49,1,2.81,0.003,7.55,9.696,7.18,,435.1,Zone_E,0
P03442,33,300,PVC,sandy,1.76,2,2.61,0.079,,1.76,9.88,,199.4,Zone_A,0
P03443,56,150,ductile_iron,rocky,2.03,1,2.88,0.773,105.34,3.938,10.99,13.1,440.5,Zone_E,0
P03444,3,100,cast_iron,loam,0.73,4,7.4,0.504,119.99,0.256,0.32,16.5,149.5,Zone_C,0
P03445,54,200,PVC,clay,2.99,2,6.11,1.3,101.84,8.229,0.58,20.3,299.8,Zone_A,0
P03446,19,300,PVC,rocky,0.79,1,6.03,0.289,19.46,2.813,8.73,16.0,393.3,Zone_D,0
P03447,23,100,PVC,loam,3.3,3,2.88,0.399,28.14,1.806,,15.5,394.2,Zone_B,0
P03448,29,200,cast_iron,loam,1.55,0,5.12,0.489,25.27,0.01,6.54,15.4,396.6,Zone_D,0
P03449,30,300,PVC,clay,1.51,5,4.93,0.097,104.79,0.008,0.3,21.6,498.1,Zone_D,0
P03450,39,300,concrete,sandy,1.49,1,3.73,0.077,100.11,0.37,7.35,12.6,479.0,Zone_A,0
P03451,44,300,ductile_iron,rocky,3.35,1,3.62,0.146,52.32,1.046,0.17,11.8,109.3,Zone_D,0
P03452,47,150,cast_iron,sandy,3.44,1,6.57,0.244,19.26,0.702,14.84,28.2,191.0,Zone_B,0
P03453,25,150,steel,clay,3.42,1,3.79,0.334,107.19,3.791,2.29,10.7,262.9,Zone_A,0
P03454,37,50,cast_iron,sandy,2.61,2,5.55,0.312,71.94,2.784,12.11,12.7,366.4,Zone_B,0
P03455,47,50,ductile_iron,clay,0.83,1,7.52,0.785,117.37,4.45,,12.2,341.6,Zone_D,0
P03456,8,150,cast_iron,loam,1.66,3,,0.072,37.45,0.937,3.83,13.5,340.4,Zone_C,0
P03457,42,150,ductile_iron,clay,1.37,2,5.62,0.23,9.3,3.091,2.02,26.1,148.5,Zone_A,0
P03458,58,100,ductile_iron,clay,2.63,2,7.25,1.459,117.97,3.7,13.07,25.3,175.4,Zone_C,1
P03459,16,150,cast_iron,rocky,1.98,1,6.33,0.739,45.6,11.68,4.83,18.7,110.7,Zone_B,0
P03460,8,100,steel,sandy,2.35,3,2.08,0.279,56.54,3.001,11.1,22.6,441.3,Zone_C,0
P03461,1,200,PVC,sandy,0.53,1,2.87,0.435,15.02,3.913,1.69,28.5,215.2,Zone_C,0
P03462,44,100,PVC,sandy,2.85,2,3.61,0.318,,0.724,,12.0,239.3,Zone_E,0
P03463,5,150,ductile_iron,clay,3.36,0,13.728342614359395,0.242,34.91,2.216,8.67,21.0,479.4,Zone_E,0
P03464,3,150,PVC,clay,2.51,1,3.66,0.071,83.35,2.167,11.91,16.0,459.1,Zone_C,0
P03465,1,50,ductile_iron,loam,3.06,3,4.77,0.092,92.41,1.751,0.1,16.1,146.9,Zone_C,0
P03466,4,300,steel,loam,1.93,0,6.7,0.17,38.09,6.615,10.11,32.3,445.2,Zone_E,0
P03467,40,150,steel,rocky,0.56,4,7.84,0.227,55.77,1.08,13.51,,278.6,Zone_A,0
P03468,35,100,PVC,loam,3.47,0,5.78,0.145,44.68,4.049,7.85,14.2,330.6,Zone_D,0
P03469,32,100,PVC,rocky,0.68,0,7.22,0.431,117.59,0.115,,26.0,220.4,Zone_C,0
P03470,42,100,steel,rocky,1.08,5,4.06,0.456,102.54,1.054,7.78,16.2,492.3,Zone_A,0
P03471,34,50,PVC,loam,0.66,5,2.82,0.023,53.46,0.151,14.6,,345.2,Zone_D,0
P03472,43,150,cast_iron,rocky,2.37,3,7.0,0.524,64.07,1.803,2.04,15.5,181.8,Zone_C,0
P03473,25,150,cast_iron,loam,2.25,3,6.63,0.315,118.16,1.795,13.91,22.0,289.6,Zone_C,0
P03474,10,300,concrete,clay,1.13,4,3.42,0.396,36.29,0.851,8.81,13.1,435.5,Zone_B,0
P03475,21,200,cast_iron,clay,3.37,0,5.23,1.119,106.8,4.731,13.37,24.0,41.6,Zone_D,0
P03476,46,100,steel,clay,3.24,2,7.96,0.101,113.28,0.355,1.88,20.2,117.3,Zone_E,0
P03477,39,100,cast_iron,rocky,1.34,2,7.83,0.259,57.9,1.248,13.71,29.8,13.5,Zone_A,0
P03478,27,150,ductile_iron,loam,2.48,1,4.71,0.332,33.47,1.783,7.39,24.5,87.8,Zone_D,0
P03479,27,100,PVC,loam,3.07,4,3.7,0.447,22.86,0.442,6.86,26.5,278.4,Zone_A,0
P03480,2,50,cast_iron,sandy,1.58,0,3.76,0.566,13.37,3.422,8.55,12.1,193.4,Zone_E,0
P03481,41,200,PVC,sandy,1.26,0,,0.069,,1.216,13.14,17.4,252.3,Zone_B,0
P03482,48,50,PVC,clay,1.27,0,6.01,0.691,,1.481,12.52,4.2,247.8,Zone_B,0
P03483,13,200,PVC,rocky,2.96,0,5.6,0.125,93.95,1.043,1.86,16.8,102.3,Zone_D,0
P03484,9,100,PVC,rocky,1.89,3,3.61,1.51,,1.863,0.18,15.1,412.9,Zone_B,0
P03485,52,400,cast_iron,loam,2.65,2,4.44,0.056,,3.364,7.69,17.5,178.1,Zone_B,0
P03486,36,150,ductile_iron,clay,2.45,5,5.35,2.161,102.11,0.817,14.85,,420.7,Zone_A,1
P03487,22,200,cast_iron,clay,1.42,1,5.13,1.315,73.37,0.726,7.61,16.9,105.4,Zone_C,0
P03488,42,100,ductile_iron,sandy,1.12,2,2.32,1.1,57.92,4.858,2.17,14.8,178.1,Zone_A,0
P03489,26,300,concrete,clay,0.88,3,4.92,0.015,77.4,14.44,6.52,35.3,324.7,Zone_E,0
P03490,58,200,PVC,rocky,0.57,1,5.66,0.112,,0.517,5.53,13.3,173.1,Zone_D,0
P03491,54,200,PVC,clay,0.74,1,6.73,0.419,56.11,0.489,14.33,4.6,115.7,Zone_D,0
P03492,12,150,PVC,sandy,1.27,0,2.77,,50.96,0.32,14.25,16.7,471.1,Zone_B,0
P03493,17,200,cast_iron,loam,2.64,2,6.95,0.664,106.77,0.693,1.08,9.2,231.1,Zone_C,0
P03494,14,50,PVC,sandy,0.96,4,2.56,0.024,26.2,1.372,3.5,24.0,459.7,Zone_C,0
P03495,14,150,steel,clay,2.07,0,5.0,0.584,23.14,0.01,6.87,24.6,492.9,Zone_B,0
P03496,57,200,cast_iron,rocky,1.24,3,2.51,0.343,97.09,0.551,8.54,19.0,189.8,Zone_A,1
P03497,34,150,steel,sandy,2.04,3,6.9,0.188,18.87,3.911,2.84,35.1,179.7,Zone_E,0
P03498,53,100,PVC,loam,2.75,2,4.78,0.585,116.53,0.264,8.78,22.2,112.2,Zone_B,0
P03499,57,150,cast_iron,clay,1.3,0,5.72,0.144,37.08,3.64,3.05,9.7,260.4,Zone_C,0
P03500,20,200,PVC,rocky,1.54,1,4.99,0.518,103.13,1.642,6.32,23.4,115.7,Zone_C,0
P03501,11,100,ductile_iron,clay,2.67,5,4.77,0.474,79.42,0.616,7.85,23.3,131.1,Zone_B,0
P03502,16,100,ductile_iron,loam,2.14,0,3.1,0.447,98.05,1.218,14.63,22.6,381.0,Zone_E,0
P03503,51,100,steel,sandy,0.78,1,7.66,0.381,50.97,0.375,1.03,19.4,224.3,Zone_C,0
P03504,31,200,steel,clay,2.77,1,6.37,0.159,28.36,1.813,13.89,10.8,115.6,Zone_C,0
P03505,55,50,steel,clay,1.33,5,5.4,,114.03,0.171,,12.1,156.1,Zone_B,0
P03506,6,200,steel,rocky,1.66,0,3.24,0.242,95.49,1.889,1.45,17.1,104.9,Zone_A,0
P03507,56,150,concrete,clay,1.24,1,4.4,1.767,22.26,1.289,4.41,16.9,127.8,Zone_B,1
P03508,19,200,concrete,loam,2.13,0,4.05,0.774,55.9,0.002,8.45,20.4,376.2,Zone_B,0
P03509,37,400,cast_iron,loam,2.62,4,6.53,0.243,43.0,5.291,6.24,4.9,428.3,Zone_A,0
P03510,58,100,PVC,sandy,2.91,2,3.16,0.576,22.78,0.06,7.84,14.6,477.7,Zone_D,0
P03511,4,100,cast_iron,clay,3.27,2,6.0,0.165,73.13,3.819,11.68,22.5,495.4,Zone_A,0
P03512,47,200,PVC,clay,1.58,2,7.42,0.121,90.08,0.589,12.46,26.3,209.5,Zone_A,0
P03513,4,100,concrete,loam,3.3,0,7.03,0.438,31.86,8.043,14.44,15.3,42.7,Zone_E,0
P03514,20,100,cast_iron,sandy,2.35,3,4.04,0.148,68.23,16.332,13.89,18.9,305.4,Zone_D,0
P03515,10,200,PVC,rocky,1.67,0,2.91,0.395,28.1,0.531,2.87,15.6,43.9,Zone_A,0
P03516,24,400,PVC,loam,3.16,1,4.18,0.042,81.01,0.581,10.74,14.9,351.5,Zone_B,0
P03517,54,150,cast_iron,rocky,2.24,1,4.37,0.901,85.38,3.769,11.24,12.1,354.8,Zone_E,1
P03518,35,100,cast_iron,clay,1.86,0,5.22,0.241,62.78,0.303,7.18,12.6,82.5,Zone_E,0
P03519,26,150,PVC,loam,0.53,0,2.27,0.008,81.43,0.007,13.28,18.9,383.5,Zone_D,0
P03520,37,100,cast_iron,clay,2.65,1,5.06,1.588,85.36,1.988,11.37,21.3,138.4,Zone_E,1
P03521,38,200,PVC,clay,0.73,4,5.63,0.394,109.92,0.635,6.03,7.5,196.4,Zone_A,0
P03522,21,200,PVC,loam,1.37,1,7.65,1.238,101.02,0.92,6.33,20.3,40.1,Zone_E,0
P03523,54,300,PVC,loam,3.39,1,6.35,0.104,99.54,1.187,5.61,16.5,221.3,Zone_E,0
P03524,40,50,cast_iron,sandy,0.97,1,2.17,,7.5,0.618,7.6,18.1,158.9,Zone_E,0
P03525,39,150,PVC,loam,1.44,0,3.05,0.242,35.22,0.253,10.98,12.0,322.7,Zone_B,0
P03526,21,100,cast_iron,sandy,3.3,1,,0.109,27.21,2.461,4.77,34.3,141.9,Zone_D,0
P03527,10,100,steel,rocky,1.51,4,,0.303,119.29,1.358,3.42,26.9,313.3,Zone_A,0
P03528,38,200,ductile_iron,clay,1.49,1,5.61,0.165,69.85,2.928,0.51,,157.4,Zone_E,0
P03529,46,100,steel,clay,2.44,2,7.07,0.067,25.02,4.746,11.96,15.4,125.4,Zone_C,0
P03530,4,150,PVC,loam,0.89,1,2.62,0.042,70.6,0.513,5.43,15.4,373.7,Zone_A,0
P03531,57,200,steel,loam,3.42,4,4.62,0.149,,4.506,11.31,28.0,161.1,Zone_B,0
P03532,45,400,ductile_iron,loam,1.33,3,2.13,1.988,99.68,6.274,1.67,15.7,113.6,Zone_D,0
P03533,20,200,cast_iron,loam,2.86,2,3.49,0.148,37.08,0.707,7.98,16.3,479.5,Zone_B,0
P03534,17,200,ductile_iron,rocky,1.36,2,6.87,0.967,69.14,3.853,5.98,10.9,429.7,Zone_B,0
P03535,55,150,cast_iron,loam,1.33,2,5.73,0.307,39.71,0.637,7.12,27.5,244.9,Zone_D,0
P03536,7,100,concrete,loam,0.67,2,3.69,0.145,56.77,3.629,13.88,31.7,46.5,Zone_A,0
P03537,4,150,ductile_iron,loam,0.86,1,7.05,0.865,51.81,4.754,0.98,15.9,270.4,Zone_B,0
P03538,29,150,concrete,rocky,2.07,2,6.41,0.703,29.61,6.875,6.3,23.2,27.2,Zone_E,0
P03539,14,200,steel,clay,2.23,1,5.01,0.48,38.73,1.705,12.43,15.0,417.3,Zone_B,0
P03540,3,150,cast_iron,loam,2.95,1,2.27,0.169,34.56,1.584,9.27,14.5,217.7,Zone_A,0
P03541,24,150,PVC,loam,0.68,2,7.44,0.718,98.32,0.214,14.74,17.9,115.0,Zone_C,0
P03542,37,100,ductile_iron,clay,1.57,1,6.01,0.01,21.73,1.551,11.16,25.6,384.5,Zone_C,0
P03543,16,100,cast_iron,sandy,1.1,2,,0.164,116.78,3.656,1.43,28.1,91.0,Zone_D,0
P03544,58,200,ductile_iron,clay,1.57,2,7.62,0.989,51.21,0.018,5.67,,351.0,Zone_D,1
P03545,55,150,concrete,clay,1.56,2,2.83,0.133,30.95,4.788,4.94,6.5,323.3,Zone_B,0
P03546,52,200,PVC,rocky,1.56,4,6.52,0.497,92.71,1.717,7.36,11.4,89.1,Zone_C,0
P03547,4,150,PVC,clay,1.43,1,2.93,0.326,15.59,2.057,9.32,17.7,335.5,Zone_D,0
P03548,56,100,ductile_iron,loam,2.79,2,5.09,0.28,98.76,2.618,3.78,13.2,393.3,Zone_C,0
P03549,24,200,PVC,sandy,2.57,2,6.36,0.58,40.74,5.275,9.43,17.2,391.0,Zone_A,0
P03550,34,200,ductile_iron,loam,1.52,2,5.12,0.019,24.76,2.371,3.96,29.6,305.7,Zone_E,0
P03551,30,150,ductile_iron,clay,0.94,2,4.84,0.344,102.15,1.159,,12.4,57.2,Zone_C,0
P03552,18,150,cast_iron,sandy,2.05,1,3.7,,73.46,3.914,7.69,,93.9,Zone_D,0
P03553,19,150,ductile_iron,rocky,3.26,1,6.61,0.695,66.93,6.026,7.32,9.5,155.8,Zone_C,0
P03554,31,200,PVC,sandy,0.87,1,2.54,0.278,,1.942,6.1,8.2,469.3,Zone_D,0
